,title,description,price,color,gender,imageUrl,brand,composition,repreve,hemp,polyester,lyocell,tencel,cotton,fairtrade
10,Lorax Unless T-Shirt,"""Unless"" reminds us that we need to change for the good of the planet, the trees and all who call the earth home. Let's join the Lorax and speak for the trees.",40.0,DEEP JUNGLE,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM4833-23121.jpg?v=1634833590,tentree,"45% REPREVE® Recycled Polyester, 30% TENCEL™ Lyocell, 25% Organic Cotton",0.45,0.0,0.0,0.0,0.3,0.25,0.0
11,Lorax Unless T-Shirt,"""Unless"" reminds us that we need to change for the good of the planet, the trees and all who call the earth home. Let's join the Lorax and speak for the trees.",40.0,DEEP JUNGLE,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM4833-23121.jpg?v=1634833590,tentree,"45% REPREVE® Recycled Polyester, 30% TENCEL™ Lyocell, 25% Organic Cotton",0.45,0.0,0.0,0.0,0.3,0.25,0.0
12,Lorax Unless T-Shirt,"""Unless"" reminds us that we need to change for the good of the planet, the trees and all who call the earth home. Let's join the Lorax and speak for the trees.",40.0,DEEP JUNGLE,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM4833-23121.jpg?v=1634833590,tentree,"45% REPREVE® Recycled Polyester, 30% TENCEL™ Lyocell, 25% Organic Cotton",0.45,0.0,0.0,0.0,0.3,0.25,0.0
13,Lorax Unless T-Shirt,"""Unless"" reminds us that we need to change for the good of the planet, the trees and all who call the earth home. Let's join the Lorax and speak for the trees.",40.0,DEEP JUNGLE,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM4833-23121.jpg?v=1634833590,tentree,"45% REPREVE® Recycled Polyester, 30% TENCEL™ Lyocell, 25% Organic Cotton",0.45,0.0,0.0,0.0,0.3,0.25,0.0
14,TreeBlend Classic Longsleeve,This everyday layer ticks all the boxes. Comfy? Sustainably made? Easy to wear?,40.0,METEORITE BLACK HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% Tencel® Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.0,0.3,0.25,0.0
15,TreeBlend Classic Longsleeve,This everyday layer ticks all the boxes. Comfy? Sustainably made? Easy to wear?,40.0,METEORITE BLACK HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% Tencel® Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.0,0.3,0.25,0.0
16,TreeBlend Classic Longsleeve,This everyday layer ticks all the boxes. Comfy? Sustainably made? Easy to wear?,40.0,METEORITE BLACK HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% Tencel® Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.0,0.3,0.25,0.0
17,TreeBlend Classic Longsleeve,This everyday layer ticks all the boxes. Comfy? Sustainably made? Easy to wear?,40.0,METEORITE BLACK HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% Tencel® Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.0,0.3,0.25,0.0
18,TreeBlend Classic Longsleeve,This everyday layer ticks all the boxes. Comfy? Sustainably made? Easy to wear?,40.0,METEORITE BLACK HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% Tencel® Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.0,0.3,0.25,0.0
19,TreeBlend Classic Longsleeve,This everyday layer ticks all the boxes. Comfy? Sustainably made? Easy to wear?,40.0,OLIVE NIGHT GREEN HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM2607-04641.jpg?v=1611266821,tentree,"45% Recycled Polyester, 30% Tencel® Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.0,0.3,0.25,0.0
20,TreeBlend Classic Longsleeve,This everyday layer ticks all the boxes. Comfy? Sustainably made? Easy to wear?,40.0,OLIVE NIGHT GREEN HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM2607-04641.jpg?v=1611266821,tentree,"45% Recycled Polyester, 30% Tencel® Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.0,0.3,0.25,0.0
21,TreeBlend Classic Longsleeve,This everyday layer ticks all the boxes. Comfy? Sustainably made? Easy to wear?,40.0,OLIVE NIGHT GREEN HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM2607-04641.jpg?v=1611266821,tentree,"45% Recycled Polyester, 30% Tencel® Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.0,0.3,0.25,0.0
22,TreeBlend Classic Longsleeve,This everyday layer ticks all the boxes. Comfy? Sustainably made? Easy to wear?,40.0,OLIVE NIGHT GREEN HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM2607-04641.jpg?v=1611266821,tentree,"45% Recycled Polyester, 30% Tencel® Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.0,0.3,0.25,0.0
23,TreeBlend Classic Longsleeve,This everyday layer ticks all the boxes. Comfy? Sustainably made? Easy to wear?,40.0,OLIVE NIGHT GREEN HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM2607-04641.jpg?v=1611266821,tentree,"45% Recycled Polyester, 30% Tencel® Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.0,0.3,0.25,0.0
24,TreeBlend Classic Longsleeve,This everyday layer ticks all the boxes. Comfy? Sustainably made? Easy to wear?,40.0,DRESS BLUE HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM2607-15731.jg.jpg?v=1628455227,tentree,"45% Recycled Polyester, 30% Tencel® Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.0,0.3,0.25,0.0
25,TreeBlend Classic Longsleeve,This everyday layer ticks all the boxes. Comfy? Sustainably made? Easy to wear?,40.0,DRESS BLUE HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM2607-15731.jg.jpg?v=1628455227,tentree,"45% Recycled Polyester, 30% Tencel® Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.0,0.3,0.25,0.0
26,TreeBlend Classic Longsleeve,This everyday layer ticks all the boxes. Comfy? Sustainably made? Easy to wear?,40.0,DRESS BLUE HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM2607-15731.jg.jpg?v=1628455227,tentree,"45% Recycled Polyester, 30% Tencel® Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.0,0.3,0.25,0.0
27,TreeBlend Classic Longsleeve,This everyday layer ticks all the boxes. Comfy? Sustainably made? Easy to wear?,40.0,DRESS BLUE HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM2607-15731.jg.jpg?v=1628455227,tentree,"45% Recycled Polyester, 30% Tencel® Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.0,0.3,0.25,0.0
28,TreeBlend Classic Longsleeve,This everyday layer ticks all the boxes. Comfy? Sustainably made? Easy to wear?,40.0,DRESS BLUE HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM2607-15731.jg.jpg?v=1628455227,tentree,"45% Recycled Polyester, 30% Tencel® Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.0,0.3,0.25,0.0
29,TreeBlend Classic Longsleeve,This everyday layer ticks all the boxes. Comfy? Sustainably made? Easy to wear?,40.0,MULBERRY,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM2607-2013-0979.jpg?v=1633729197,tentree,"45% Recycled Polyester, 30% Tencel® Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.0,0.3,0.25,0.0
30,TreeBlend Classic Longsleeve,This everyday layer ticks all the boxes. Comfy? Sustainably made? Easy to wear?,40.0,MULBERRY,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM2607-2013-0979.jpg?v=1633729197,tentree,"45% Recycled Polyester, 30% Tencel® Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.0,0.3,0.25,0.0
31,TreeBlend Classic Longsleeve,This everyday layer ticks all the boxes. Comfy? Sustainably made? Easy to wear?,40.0,MULBERRY,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM2607-2013-0979.jpg?v=1633729197,tentree,"45% Recycled Polyester, 30% Tencel® Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.0,0.3,0.25,0.0
32,TreeBlend Classic Longsleeve,This everyday layer ticks all the boxes. Comfy? Sustainably made? Easy to wear?,40.0,MULBERRY,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM2607-2013-0979.jpg?v=1633729197,tentree,"45% Recycled Polyester, 30% Tencel® Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.0,0.3,0.25,0.0
33,TreeBlend Classic Longsleeve,This everyday layer ticks all the boxes. Comfy? Sustainably made? Easy to wear?,40.0,MULBERRY,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM2607-2013-0979.jpg?v=1633729197,tentree,"45% Recycled Polyester, 30% Tencel® Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.0,0.3,0.25,0.0
34,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,WHITE,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
35,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,METEORITE BLACK HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-04511.jpg?v=1611262165,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
36,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,METEORITE BLACK HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-04511.jpg?v=1611262165,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
37,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,METEORITE BLACK HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-04511.jpg?v=1611262165,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
38,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,METEORITE BLACK HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-04511.jpg?v=1611262165,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
39,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,METEORITE BLACK HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-04511.jpg?v=1611262165,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
40,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,FOXTROT BROWN HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-20591.jg.jpg?v=1628452588,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
41,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,FOXTROT BROWN HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-20591.jg.jpg?v=1628452588,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
42,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,FOXTROT BROWN HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-20591.jg.jpg?v=1628452588,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
43,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,FOXTROT BROWN HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-20591.jg.jpg?v=1628452588,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
44,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,FOXTROT BROWN HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-20591.jg.jpg?v=1628452588,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
45,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,CHERRY MAHOGANY HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-21151.jg.jpg?v=1628452587,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
46,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,CHERRY MAHOGANY HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-21151.jg.jpg?v=1628452587,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
47,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,CHERRY MAHOGANY HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-21151.jg.jpg?v=1628452587,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
48,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,CHERRY MAHOGANY HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-21151.jg.jpg?v=1628452587,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
49,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,CHERRY MAHOGANY HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-21151.jg.jpg?v=1628452587,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
50,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,AGAVE GREEN HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-16351-Edit.jpg?v=1615925590,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
51,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,OLIVE NIGHT GREEN HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-04641.jpg?v=1611262167,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
52,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,OLIVE NIGHT GREEN HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-04641.jpg?v=1611262167,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
53,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,OLIVE NIGHT GREEN HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-04641.jpg?v=1611262167,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
54,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,OLIVE NIGHT GREEN HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-04641.jpg?v=1611262167,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
55,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,OLIVE NIGHT GREEN HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-04641.jpg?v=1611262167,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
56,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,MIDNIGHT BLUE HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-2047--Edit_1.jpg?v=1633719996,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
57,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,MIDNIGHT BLUE HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-2047--Edit_1.jpg?v=1633719996,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
58,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,MIDNIGHT BLUE HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-2047--Edit_1.jpg?v=1633719996,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
59,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,MIDNIGHT BLUE HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-2047--Edit_1.jpg?v=1633719996,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
60,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,MIDNIGHT BLUE HEATHER,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-2047--Edit_1.jpg?v=1633719996,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
61,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,UNIFORM GREEN,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-2243-0826.jpg?v=1633719939,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
62,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,UNIFORM GREEN,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-2243-0826.jpg?v=1633719939,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
63,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,UNIFORM GREEN,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-2243-0826.jpg?v=1633719939,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
64,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,UNIFORM GREEN,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-2243-0826.jpg?v=1633719939,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
65,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,UNIFORM GREEN,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-2243-0826.jpg?v=1633719939,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
66,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,METEORITE BLACK,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-0164-2672.jpg?v=1633719919,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
67,TreeBlend Classic T-Shirt,Get back to basics. Our plain t-shirts are a sustainable staple to any wardrobe.,35.0,METEORITE BLACK,men,https://cdn.shopify.com/s/files/1/2341/3995/products/TCM1869-0164-2672.jpg?v=1633719919,tentree,"Made of our signature TreeBlend: 45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.0,0.0,0.45,0.3,0.0,0.25,0.0
